amount_requested,amount_funded_by_investors,interest_rate,loan_length,loan_purpose,debt_to_income_ratio,home_ownership,monthly_income,fico_range,open_credit_lines,revolving_credit_balance,employment_length
9500.0,6500.0,6.54,36.0,credit_card,14.43,MORTGAGE,7500.0,727.0,13.0,39114.0,11.0
8000.0,8000.0,12.12,36.0,debt_consolidation,24.98,RENT,3166.67,692.0,10.0,5428.0,11.0
15000.0,7100.0,11.89,36.0,debt_consolidation,12.42,MORTGAGE,5000.0,717.0,15.0,31563.0,0.5
11000.0,11000.0,7.62,36.0,debt_consolidation,12.35,OWN,7666.67,737.0,6.0,12461.0,7.0
9000.0,5975.0,14.11,36.0,debt_consolidation,8.21,MORTGAGE,4167.0,672.0,7.0,19696.0,3.0
12000.0,12000.0,11.49,36.0,debt_consolidation,12.85,RENT,2708.33,707.0,8.0,12150.0,0.5
5600.0,5575.0,7.49,36.0,debt_consolidation,24.74,RENT,2583.0,742.0,6.0,2454.0,2.0
16350.0,16350.0,7.9,36.0,credit_card,25.03,OWN,4541.67,732.0,7.0,25731.0,9.0
23000.0,22975.0,11.99,36.0,credit_card,20.81,MORTGAGE,7000.0,727.0,10.0,21598.0,11.0
8000.0,8000.0,8.9,36.0,other,2.93,RENT,5000.0,712.0,8.0,5540.0,2.0
18000.0,17994.17,13.99,60.0,debt_consolidation,2.13,MORTGAGE,4364.58,727.0,9.0,1721.0,3.0
6000.0,6000.0,6.03,36.0,credit_card,5.65,MORTGAGE,7083.33,752.0,15.0,5747.0,4.0
7000.0,7000.0,14.33,36.0,debt_consolidation,5.46,RENT,3333.33,692.0,4.0,8889.0,2.0
6000.0,6000.0,15.8,36.0,debt_consolidation,19.56,OWN,1666.67,677.0,7.0,5291.0,0.5
10000.0,10000.0,5.42,36.0,home_improvement,1.69,MORTGAGE,8000.0,794.5,6.0,8974.0,3.0
5075.0,5050.0,5.99,36.0,debt_consolidation,20.1,MORTGAGE,5000.0,792.0,9.0,269.0,3.0
14000.0,12225.0,11.99,60.0,debt_consolidation,14.01,MORTGAGE,4583.33,722.0,9.0,3539.0,3.0
25000.0,20737.86,13.98,60.0,debt_consolidation,8.91,RENT,10833.33,722.0,11.0,35046.0,0.5
18650.0,18650.0,20.49,36.0,debt_consolidation,20.07,MORTGAGE,4833.33,662.0,12.0,17740.0,11.0
33712.5,32125.0,20.49,36.0,debt_consolidation,20.82,MORTGAGE,12041.675,702.0,22.0,36870.0,11.0
10000.0,10000.0,11.86,36.0,major_purchase,11.15,OWN,12041.675,707.0,12.0,36672.0,1.0
10000.0,9850.0,15.31,36.0,debt_consolidation,18.6,RENT,2500.0,667.0,8.0,9092.0,0.5
6200.0,6100.0,8.59,36.0,other,19.1,RENT,5000.0,742.0,17.0,9367.0,1.0
7000.0,7000.0,8.9,36.0,home_improvement,14.69,MORTGAGE,5416.67,722.0,14.0,15272.0,3.0
15000.0,14900.0,14.61,36.0,major_purchase,9.17,RENT,3000.0,732.0,8.0,0.0,0.5
7575.0,7575.0,9.76,36.0,debt_consolidation,10.99,RENT,2375.0,727.0,3.0,5640.0,3.0
3000.0,3000.0,8.94,36.0,other,13.42,RENT,4500.0,722.0,9.0,2541.0,0.5
30000.0,24800.0,10.16,36.0,home_improvement,2.21,MORTGAGE,9583.33,767.0,7.0,4454.0,11.0
18000.0,18000.0,12.12,60.0,other,14.89,MORTGAGE,8333.33,732.0,7.0,4038.0,5.0
15350.0,15325.0,13.49,60.0,debt_consolidation,28.63,MORTGAGE,3200.0,732.0,6.0,9946.0,11.0
10000.0,10000.0,13.11,36.0,credit_card,7.56,RENT,2500.0,687.0,8.0,10906.0,7.0
6000.0,6000.0,7.9,36.0,debt_consolidation,10.75,MORTGAGE,2883.33,727.0,8.0,4813.0,4.0
7200.0,7200.0,6.92,36.0,credit_card,11.72,MORTGAGE,7083.33,782.0,6.0,15933.0,3.0
10000.0,6301.07,14.11,36.0,debt_consolidation,16.52,OTHER,4583.0,682.0,16.0,18707.0,3.0
12250.0,2200.0,15.05,36.0,debt_consolidation,23.8,MORTGAGE,7416.67,662.0,13.0,19136.0,8.0
20000.0,20000.0,14.91,36.0,debt_consolidation,19.43,MORTGAGE,6250.0,717.0,12.0,14308.0,5.0
15000.0,15000.0,17.77,36.0,debt_consolidation,18.24,MORTGAGE,6000.0,672.0,16.0,14513.0,11.0
28000.0,27975.0,21.67,60.0,debt_consolidation,13.07,MORTGAGE,12041.675,672.0,12.0,10311.0,1.0
18000.0,17975.0,22.47,60.0,house,1.92,RENT,4583.33,662.0,6.0,4243.0,7.0
10000.0,9925.0,18.49,36.0,small_business,13.37,MORTGAGE,11250.0,667.0,13.0,16740.0,11.0
10000.0,10000.0,14.27,36.0,debt_consolidation,10.97,RENT,7500.0,667.0,6.0,7778.0,7.0
16000.0,16000.0,18.55,36.0,debt_consolidation,23.88,RENT,5653.67,662.0,12.0,16223.0,5.0
6500.0,6500.0,7.51,36.0,other,1.5,MORTGAGE,3208.33,794.5,5.0,269.0,11.0
28625.0,28625.0,13.11,60.0,debt_consolidation,21.31,MORTGAGE,4833.33,742.0,9.0,35863.0,5.0
10000.0,10000.0,11.71,36.0,other,8.69,RENT,2750.0,697.0,6.0,6621.0,3.0
2000.0,2000.0,17.27,36.0,home_improvement,20.51,MORTGAGE,3750.0,672.0,10.0,1371.0,7.0
10000.0,10000.0,14.09,36.0,credit_card,8.48,MORTGAGE,3750.0,677.0,4.0,3776.0,3.0
5000.0,5000.0,7.62,36.0,debt_consolidation,8.43,MORTGAGE,2916.67,742.0,6.0,12444.0,11.0
12100.0,12100.0,16.89,36.0,small_business,11.16,MORTGAGE,6166.67,667.0,5.0,2081.0,4.0
15000.0,15000.0,13.11,36.0,debt_consolidation,33.12,RENT,4166.67,697.0,10.0,13198.0,9.0
10000.0,10000.0,11.14,60.0,debt_consolidation,15.82,RENT,3250.0,794.5,5.0,11319.0,6.0
10850.0,10850.0,17.77,36.0,debt_consolidation,33.9,OWN,2708.33,662.0,7.0,9577.0,8.0
24000.0,24000.0,12.12,36.0,debt_consolidation,16.24,RENT,4500.0,702.0,8.0,29098.0,11.0
18000.0,17975.0,19.22,60.0,debt_consolidation,16.04,MORTGAGE,4666.67,677.0,14.0,14878.0,11.0
11350.0,11350.0,14.09,36.0,debt_consolidation,27.41,RENT,2783.33,677.0,14.0,11031.0,0.5
26500.0,26500.0,13.11,36.0,home_improvement,13.99,RENT,5833.33,747.0,8.0,39114.0,5.0
4950.0,4950.0,14.33,36.0,debt_consolidation,8.95,OWN,2916.67,677.0,11.0,7931.0,6.0
1000.0,1000.0,15.31,36.0,debt_consolidation,29.45,MORTGAGE,2166.67,667.0,9.0,1748.0,6.0
9000.0,9000.0,11.83,36.0,car,0.48,RENT,4833.0,717.0,6.0,0.0,4.0
12000.0,12000.0,21.98,60.0,debt_consolidation,12.94,MORTGAGE,2866.5,667.0,5.0,9626.0,11.0
31300.0,31300.0,22.95,60.0,debt_consolidation,34.06,OWN,5833.33,667.0,11.0,25344.0,5.0
5000.0,5000.0,7.9,36.0,small_business,7.75,MORTGAGE,5500.0,727.0,11.0,16396.0,0.5
21000.0,21000.0,18.75,60.0,debt_consolidation,31.71,MORTGAGE,9583.33,697.0,19.0,30589.0,11.0
7000.0,7000.0,17.77,36.0,credit_card,8.02,RENT,6000.0,692.0,5.0,6623.0,11.0
17975.0,17975.0,18.55,36.0,debt_consolidation,18.55,RENT,4833.33,672.0,10.0,17448.0,7.0
30000.0,29975.0,21.0,60.0,debt_consolidation,17.12,MORTGAGE,8666.67,712.0,8.0,39114.0,6.0
1500.0,1500.0,9.63,36.0,other,16.98,MORTGAGE,7725.0,697.0,14.0,30626.0,6.0
8400.0,8400.0,9.25,60.0,car,22.47,MORTGAGE,4833.33,762.0,6.0,19187.0,3.0
8500.0,6727.42,16.83,36.0,debt_consolidation,14.68,RENT,5000.0,682.0,9.0,0.0,11.0
16500.0,16400.0,11.71,60.0,small_business,12.07,MORTGAGE,2750.0,777.0,11.0,2316.0,4.0
19000.0,19000.0,18.75,60.0,home_improvement,17.4,OWN,4000.0,697.0,7.0,5246.0,11.0
3600.0,3600.0,6.62,36.0,credit_card,9.35,RENT,2000.0,737.0,17.0,1710.0,1.0
3625.0,3625.0,14.09,36.0,debt_consolidation,11.32,MORTGAGE,3895.0,667.0,9.0,12251.0,11.0
10800.0,10800.0,12.12,36.0,debt_consolidation,26.7,RENT,5833.33,697.0,6.0,27585.0,5.0
6000.0,6000.0,14.09,36.0,debt_consolidation,24.25,RENT,4000.0,682.0,12.0,24934.0,11.0
4800.0,4800.0,13.11,36.0,moving,4.61,RENT,2666.67,692.0,3.0,7911.0,0.5
12000.0,11862.38,5.79,60.0,debt_consolidation,22.13,MORTGAGE,4166.67,782.0,12.0,14464.0,11.0
6000.0,5996.63,13.61,60.0,major_purchase,20.85,MORTGAGE,2700.0,697.0,10.0,10932.0,2.0
10000.0,10000.0,13.11,36.0,credit_card,19.01,MORTGAGE,7500.0,682.0,11.0,14426.0,9.0
12000.0,11875.0,7.88,36.0,educational,14.79,RENT,3333.33,762.0,8.0,1357.0,2.0
19050.0,19050.0,14.33,60.0,debt_consolidation,11.08,MORTGAGE,5000.0,742.0,16.0,19988.0,3.0
10000.0,10000.0,15.96,36.0,debt_consolidation,13.09,RENT,4416.67,667.0,9.0,23870.0,11.0
10000.0,10000.0,10.16,36.0,other,13.11,RENT,4285.5,712.0,17.0,11724.0,0.5
15650.0,15650.0,21.74,36.0,house,13.86,RENT,3700.0,662.0,5.0,10605.0,4.0
6400.0,6400.0,10.74,36.0,debt_consolidation,19.23,RENT,3833.33,692.0,13.0,10451.0,0.5
4225.0,4225.0,6.03,36.0,small_business,14.52,MORTGAGE,2583.33,752.0,17.0,3907.0,4.0
21000.0,20975.0,20.5,60.0,debt_consolidation,18.42,MORTGAGE,8083.33,682.0,11.0,31080.0,5.0
10000.0,9999.36,10.75,60.0,home_improvement,4.05,MORTGAGE,8750.0,794.5,7.0,0.0,2.0
9000.0,9000.0,13.06,60.0,debt_consolidation,5.74,RENT,3678.08,712.0,8.0,7556.0,4.0
21000.0,21000.0,14.33,60.0,debt_consolidation,6.16,MORTGAGE,8333.33,717.0,10.0,22196.0,11.0
12000.0,12000.0,14.09,36.0,wedding,15.33,RENT,8666.67,697.0,10.0,9624.0,1.0
1000.0,1000.0,13.11,36.0,debt_consolidation,30.71,RENT,1833.33,672.0,7.0,6283.0,3.0
20000.0,20000.0,14.09,36.0,debt_consolidation,34.91,MORTGAGE,4583.33,712.0,8.0,6510.0,2.0
10000.0,10000.0,15.31,36.0,credit_card,9.55,OWN,4166.67,672.0,11.0,11551.0,4.0
3500.0,3500.0,11.49,36.0,home_improvement,14.43,MORTGAGE,9166.67,692.0,12.0,34944.0,11.0
20000.0,20000.0,18.49,36.0,debt_consolidation,21.8,RENT,6666.67,687.0,20.0,22990.0,11.0
18000.0,18000.0,13.11,36.0,debt_consolidation,26.54,MORTGAGE,4166.67,672.0,11.0,16680.0,11.0
18200.0,18200.0,10.16,36.0,credit_card,7.95,RENT,4750.0,722.0,13.0,16184.0,3.0
10200.0,10200.0,12.42,36.0,debt_consolidation,17.86,MORTGAGE,5833.33,707.0,9.0,9817.0,4.0
4000.0,3975.0,7.9,60.0,car,4.48,OWN,4000.0,794.5,16.0,6696.0,0.5
28000.0,27975.0,7.9,36.0,small_business,5.81,MORTGAGE,7000.0,794.5,8.0,771.0,9.0
8000.0,7997.85,17.99,36.0,debt_consolidation,21.11,MORTGAGE,8583.33,672.0,15.0,14584.0,5.0
15000.0,15000.0,7.9,36.0,debt_consolidation,5.59,RENT,2916.67,772.0,13.0,14290.0,9.0
15000.0,15000.0,15.99,36.0,other,11.34,MORTGAGE,8583.33,677.0,6.0,3844.0,7.0
23000.0,23000.0,7.62,36.0,car,6.51,MORTGAGE,12041.675,794.5,10.0,227.0,11.0
14000.0,14000.0,13.11,36.0,credit_card,16.78,RENT,5500.0,682.0,10.0,4919.0,7.0
12000.0,12000.0,6.03,36.0,major_purchase,2.55,MORTGAGE,3416.67,787.0,6.0,3732.0,11.0
4500.0,4500.0,17.27,36.0,debt_consolidation,16.59,RENT,4666.67,677.0,22.0,893.0,3.0
7500.0,214.02,8.0,36.0,other,7.17,MORTGAGE,3750.0,794.5,14.0,9409.0,7.0
25000.0,25000.0,13.11,36.0,debt_consolidation,18.52,RENT,5000.0,777.0,11.0,4345.0,2.0
16000.0,15900.0,15.58,60.0,debt_consolidation,12.86,MORTGAGE,5427.42,702.0,11.0,19407.0,5.0
5000.0,5000.0,12.68,36.0,debt_consolidation,9.2,RENT,3500.0,697.0,6.0,3555.0,1.0
15000.0,15000.0,17.99,36.0,debt_consolidation,21.04,MORTGAGE,5319.17,677.0,13.0,5613.0,2.0
10500.0,10500.0,12.12,36.0,major_purchase,5.42,RENT,5000.0,702.0,4.0,502.0,2.0
21250.0,21250.0,18.75,36.0,credit_card,26.53,OWN,4500.0,672.0,15.0,25287.0,11.0
7125.0,7125.0,7.62,36.0,home_improvement,7.96,OWN,2500.0,794.5,5.0,577.0,1.0
14000.0,14000.0,7.9,36.0,credit_card,21.69,RENT,3162.25,732.0,12.0,13579.0,9.0
3000.0,3000.0,7.49,36.0,other,21.16,RENT,2500.0,794.5,3.0,1298.0,2.0
24000.0,14450.0,9.99,60.0,debt_consolidation,8.08,MORTGAGE,8083.33,767.0,9.0,13559.0,11.0
7200.0,7200.0,12.12,36.0,debt_consolidation,18.61,OWN,3208.33,682.0,8.0,9849.0,1.0
25000.0,24950.0,21.27,36.0,credit_card,8.33,MORTGAGE,12041.675,672.0,3.0,26057.0,11.0
16000.0,16000.0,16.29,36.0,debt_consolidation,20.62,RENT,5416.67,682.0,13.0,14246.0,0.5
28000.0,28000.0,20.49,60.0,small_business,4.36,RENT,8416.67,712.0,11.0,1327.0,5.0
12000.0,12000.0,17.93,60.0,debt_consolidation,0.72,MORTGAGE,6500.0,672.0,4.0,1549.0,11.0
14000.0,14000.0,11.99,60.0,debt_consolidation,19.52,MORTGAGE,6333.33,707.0,12.0,32213.0,0.5
7200.0,7200.0,7.9,36.0,debt_consolidation,12.13,RENT,2333.33,727.0,7.0,6262.0,2.0
20800.0,20775.0,6.62,36.0,credit_card,15.64,MORTGAGE,10833.33,712.0,11.0,15192.0,11.0
9450.0,9450.0,14.33,36.0,debt_consolidation,24.51,RENT,2916.67,672.0,12.0,11555.0,4.0
5000.0,5000.0,9.76,36.0,credit_card,28.28,MORTGAGE,4583.33,697.0,15.0,38092.0,11.0
33712.5,32125.0,8.9,36.0,debt_consolidation,20.46,RENT,9166.67,737.0,19.0,21536.0,1.0
33712.5,32125.0,13.49,60.0,small_business,10.63,MORTGAGE,12041.675,762.0,10.0,9.0,6.0
6000.0,6000.0,15.31,36.0,other,15.91,RENT,3833.33,672.0,11.0,5760.0,11.0
25000.0,25000.0,15.31,60.0,debt_consolidation,3.98,RENT,5666.67,747.0,6.0,11079.0,3.0
33712.5,23350.0,11.71,60.0,small_business,8.07,MORTGAGE,7500.0,747.0,6.0,5660.0,3.0
2575.0,2575.0,6.76,36.0,educational,4.8,RENT,6875.0,762.0,6.0,4678.0,3.0
13000.0,12909.48,10.74,36.0,debt_consolidation,19.25,RENT,3200.0,717.0,7.0,28032.0,0.5
4200.0,4200.0,14.61,36.0,educational,15.28,RENT,6333.33,667.0,11.0,15578.0,1.0
5000.0,5000.0,10.99,36.0,moving,23.25,RENT,2000.0,692.0,8.0,8339.0,0.5
12000.0,12000.0,17.27,36.0,debt_consolidation,20.07,RENT,5416.67,662.0,7.0,3747.0,0.5
4750.0,4700.0,17.27,36.0,other,18.33,MORTGAGE,3583.33,757.0,11.0,2964.0,5.0
6000.0,6000.0,12.12,36.0,debt_consolidation,4.94,MORTGAGE,4333.33,692.0,12.0,9656.0,5.0
12000.0,12000.0,6.62,36.0,debt_consolidation,4.73,MORTGAGE,7083.33,747.0,9.0,6578.0,11.0
11400.0,11375.0,8.9,36.0,debt_consolidation,14.27,MORTGAGE,5641.67,742.0,9.0,11092.0,11.0
6000.0,6000.0,7.62,36.0,debt_consolidation,9.33,RENT,8315.67,732.0,8.0,6239.0,2.0
12000.0,11975.0,12.12,36.0,major_purchase,31.34,OWN,4166.67,712.0,21.0,28703.0,3.0
3200.0,2799.99,12.61,36.0,credit_card,16.72,MORTGAGE,6476.0,667.0,14.0,39114.0,11.0
25875.0,25875.0,18.49,60.0,debt_consolidation,13.83,MORTGAGE,6000.0,717.0,8.0,12316.0,11.0
12300.0,12275.0,7.88,36.0,debt_consolidation,22.14,MORTGAGE,4738.67,747.0,18.0,10666.0,5.0
6250.0,6100.0,10.25,36.0,debt_consolidation,18.04,MORTGAGE,2400.0,722.0,5.0,14863.0,11.0
25000.0,25000.0,18.49,60.0,debt_consolidation,10.08,RENT,7666.67,717.0,12.0,14631.0,3.0
3500.0,3500.0,15.31,36.0,other,7.14,RENT,5000.0,687.0,2.0,14064.0,1.0
15000.0,14950.0,15.21,60.0,debt_consolidation,14.65,RENT,5416.67,702.0,11.0,9171.0,11.0
16000.0,16000.0,14.09,60.0,small_business,7.78,RENT,4166.67,737.0,6.0,4240.0,2.0
10000.0,10000.0,15.31,36.0,debt_consolidation,19.98,MORTGAGE,6041.67,672.0,7.0,6458.0,1.0
6000.0,5691.36,11.89,36.0,major_purchase,11.55,RENT,2917.0,737.0,4.0,1003.0,1.0
4800.0,4750.0,12.21,36.0,wedding,9.41,RENT,6250.0,697.0,10.0,21069.0,0.5
10000.0,9225.43,12.21,36.0,moving,10.45,RENT,7667.0,702.0,9.0,17328.0,2.0
11750.0,11750.0,10.99,36.0,debt_consolidation,10.3,RENT,4583.33,702.0,6.0,5613.0,3.0
4750.0,4750.0,22.47,36.0,debt_consolidation,24.45,RENT,1333.33,667.0,9.0,4752.0,0.5
22000.0,21975.0,21.98,36.0,debt_consolidation,11.19,MORTGAGE,6666.67,667.0,9.0,23124.0,11.0
20000.0,19900.0,10.25,36.0,debt_consolidation,17.51,MORTGAGE,7833.33,762.0,14.0,39114.0,5.0
13025.0,13025.0,13.11,36.0,credit_card,7.75,MORTGAGE,4333.33,677.0,6.0,13029.0,11.0
6000.0,6000.0,13.35,36.0,debt_consolidation,21.36,MORTGAGE,5000.0,667.0,11.0,4363.0,11.0
18000.0,18000.0,6.03,36.0,debt_consolidation,10.75,MORTGAGE,7916.67,737.0,13.0,14007.0,7.0
16300.0,16275.0,14.91,36.0,credit_card,24.17,MORTGAGE,5222.0,677.0,11.0,39114.0,11.0
8400.0,8400.0,14.27,36.0,debt_consolidation,11.95,MORTGAGE,4166.67,682.0,10.0,16634.0,11.0
20000.0,20000.0,8.9,36.0,credit_card,17.08,RENT,4916.67,732.0,10.0,14952.0,4.0
25000.0,2125.0,15.01,36.0,debt_consolidation,24.59,MORTGAGE,12041.675,697.0,22.0,39114.0,2.0
21725.0,21725.0,19.22,60.0,debt_consolidation,22.48,OWN,3629.58,677.0,7.0,19685.0,11.0
4500.0,4475.0,11.14,36.0,other,34.74,RENT,2700.0,692.0,13.0,6747.0,11.0
22250.0,22250.0,14.09,36.0,credit_card,32.1,MORTGAGE,6583.33,692.0,18.0,39114.0,11.0
5000.0,4797.96,10.99,36.0,debt_consolidation,19.88,RENT,3200.0,702.0,7.0,387.0,3.0
8000.0,8000.0,13.11,36.0,debt_consolidation,6.74,MORTGAGE,4583.33,667.0,13.0,9085.0,11.0
2400.0,2400.0,10.37,36.0,wedding,9.54,MORTGAGE,3166.67,677.0,6.0,2174.0,1.0
33712.5,32125.0,17.27,36.0,debt_consolidation,22.74,RENT,6750.0,677.0,15.0,24626.0,11.0
12000.0,12000.0,10.0,36.0,debt_consolidation,12.32,MORTGAGE,5000.0,717.0,6.0,4515.0,7.0
12000.0,3639.28,13.3,36.0,debt_consolidation,12.77,RENT,3000.0,662.0,15.0,8480.0,6.0
20000.0,20000.0,15.8,36.0,credit_card,13.13,RENT,5000.0,692.0,10.0,17981.0,3.0
17500.0,17500.0,7.9,36.0,small_business,7.97,RENT,5416.67,794.5,4.0,17.0,0.5
10050.0,10050.0,14.33,36.0,debt_consolidation,6.07,RENT,2916.67,712.0,9.0,7413.0,6.0
6000.0,6000.0,8.9,36.0,other,17.16,MORTGAGE,12041.675,717.0,12.0,39114.0,0.5
2200.0,2200.0,8.9,36.0,debt_consolidation,14.02,RENT,7083.33,717.0,10.0,14980.0,11.0
1000.0,1000.0,7.9,36.0,home_improvement,17.07,MORTGAGE,3333.33,722.0,8.0,3186.0,3.0
16000.0,15745.73,11.11,60.0,debt_consolidation,9.9,RENT,2958.33,767.0,6.0,8943.0,0.5
14675.0,14675.0,13.11,36.0,debt_consolidation,24.74,RENT,3166.67,712.0,14.0,5727.0,0.5
10000.0,10000.0,7.9,36.0,debt_consolidation,26.09,RENT,2916.67,722.0,10.0,15957.0,11.0
12000.0,12000.0,13.11,36.0,debt_consolidation,17.04,MORTGAGE,4583.33,697.0,9.0,39114.0,3.0
1550.0,1550.0,12.12,36.0,other,11.21,RENT,5083.33,682.0,9.0,5755.0,6.0
24000.0,24000.0,11.14,60.0,debt_consolidation,20.98,OWN,8000.0,707.0,9.0,20247.0,2.0
6400.0,6375.0,11.71,36.0,credit_card,14.88,RENT,4166.67,682.0,7.0,15055.0,1.0
5000.0,5000.0,14.33,36.0,debt_consolidation,11.12,RENT,2916.67,677.0,5.0,4114.0,11.0
4500.0,4500.0,11.71,36.0,debt_consolidation,15.87,MORTGAGE,3333.33,677.0,15.0,11963.0,6.0
12000.0,12000.0,19.05,36.0,credit_card,19.61,MORTGAGE,4583.33,662.0,8.0,8970.0,11.0
5400.0,5400.0,6.03,36.0,credit_card,4.16,OWN,2333.33,794.5,9.0,4224.0,6.0
11100.0,11100.0,11.14,36.0,credit_card,29.55,MORTGAGE,4000.0,717.0,10.0,13410.0,6.0
27575.0,27575.0,19.05,60.0,home_improvement,10.61,MORTGAGE,12041.675,672.0,16.0,25980.0,6.0
3000.0,1647.62,10.2,36.0,major_purchase,0.33,RENT,4583.33,794.5,3.0,37.0,0.5
22350.0,486.13,14.07,36.0,home_improvement,3.66,OWN,11250.0,672.0,8.0,10753.0,1.0
10000.0,10000.0,15.27,36.0,wedding,4.02,RENT,4480.0,672.0,9.0,7614.0,1.0
10000.0,10000.0,12.53,36.0,debt_consolidation,10.81,RENT,7158.33,702.0,15.0,23152.0,6.0
17000.0,16786.31,8.94,36.0,vacation,2.19,MORTGAGE,10000.0,777.0,15.0,39114.0,0.5
5000.0,5000.0,11.86,36.0,major_purchase,4.0,RENT,5577.0,717.0,3.0,1069.0,1.0
10000.0,10000.0,17.77,36.0,debt_consolidation,26.32,RENT,2500.0,682.0,6.0,17543.0,7.0
20000.0,20000.0,19.72,60.0,debt_consolidation,24.78,MORTGAGE,5416.67,677.0,12.0,33166.0,11.0
5000.0,5000.0,12.12,36.0,credit_card,20.26,MORTGAGE,6250.0,677.0,19.0,33500.0,11.0
18550.0,18525.0,7.9,36.0,debt_consolidation,16.93,MORTGAGE,5416.67,727.0,10.0,28877.0,3.0
12000.0,12000.0,7.29,36.0,other,16.15,MORTGAGE,11667.0,722.0,9.0,39114.0,4.0
5800.0,5800.0,22.45,60.0,other,11.86,RENT,1416.67,667.0,3.0,6077.0,6.0
20000.0,19925.0,12.53,36.0,other,3.65,MORTGAGE,5200.0,782.0,3.0,9231.0,7.0
8500.0,8500.0,7.62,36.0,credit_card,13.67,RENT,4333.33,722.0,11.0,15284.0,4.0
6250.0,6250.0,7.49,36.0,credit_card,23.97,MORTGAGE,2900.0,732.0,13.0,21536.0,2.0
4200.0,4200.0,20.49,60.0,other,28.8,RENT,3166.67,662.0,16.0,7728.0,1.0
17600.0,17600.0,8.9,36.0,debt_consolidation,16.58,MORTGAGE,4166.67,752.0,8.0,235.0,8.0
10000.0,9767.84,12.87,36.0,debt_consolidation,21.28,MORTGAGE,8333.33,717.0,22.0,9470.0,0.5
7200.0,7200.0,20.49,60.0,other,15.14,RENT,5166.67,672.0,10.0,14585.0,3.0
6000.0,6000.0,7.9,36.0,credit_card,9.31,OWN,1750.0,707.0,14.0,5056.0,6.0
12000.0,12000.0,12.68,60.0,credit_card,9.55,MORTGAGE,9750.0,707.0,9.0,17259.0,8.0
15000.0,14950.0,11.86,36.0,debt_consolidation,12.2,MORTGAGE,5000.0,707.0,9.0,3470.0,11.0
31050.0,30750.0,7.9,36.0,debt_consolidation,18.82,MORTGAGE,6500.0,772.0,15.0,39114.0,9.0
24000.0,24000.0,22.47,60.0,debt_consolidation,30.97,MORTGAGE,10104.17,677.0,14.0,37686.0,11.0
15800.0,15450.0,11.14,36.0,debt_consolidation,21.88,OWN,8333.33,747.0,7.0,29860.0,0.5
10000.0,10000.0,7.9,36.0,major_purchase,12.8,RENT,6666.67,732.0,11.0,9261.0,1.0
20000.0,13175.0,7.88,60.0,car,12.51,MORTGAGE,12041.675,792.0,9.0,5213.0,4.0
7200.0,7200.0,7.62,36.0,car,7.97,RENT,8333.33,732.0,12.0,25430.0,6.0
3000.0,3000.0,13.11,36.0,debt_consolidation,32.21,MORTGAGE,2583.33,672.0,13.0,6683.0,1.0
14000.0,13675.0,9.63,36.0,debt_consolidation,13.06,MORTGAGE,9083.33,762.0,21.0,39114.0,11.0
10000.0,10000.0,14.09,36.0,debt_consolidation,15.02,MORTGAGE,6000.0,687.0,13.0,8178.0,8.0
27050.0,27050.0,19.05,60.0,debt_consolidation,12.89,MORTGAGE,5083.33,692.0,8.0,15793.0,6.0
3225.0,3225.0,7.62,36.0,debt_consolidation,17.79,MORTGAGE,5833.33,762.0,5.0,39114.0,11.0
8000.0,8000.0,17.77,36.0,credit_card,34.56,RENT,3291.67,727.0,22.0,18518.0,2.0
15000.0,15000.0,7.9,36.0,credit_card,22.24,RENT,2666.67,737.0,15.0,11105.0,0.5
7750.0,7750.0,10.74,36.0,debt_consolidation,6.51,MORTGAGE,2916.67,707.0,5.0,6889.0,6.0
7500.0,7500.0,8.9,36.0,debt_consolidation,10.02,RENT,5500.0,717.0,9.0,2382.0,6.0
6000.0,6000.0,14.96,36.0,small_business,11.55,RENT,7083.33,762.0,7.0,5341.0,2.0
14000.0,13975.0,17.51,60.0,home_improvement,16.44,OWN,4666.67,697.0,11.0,10948.0,11.0
20000.0,20000.0,21.98,60.0,credit_card,25.48,OTHER,6416.67,672.0,15.0,14115.0,11.0
6000.0,6000.0,17.27,36.0,debt_consolidation,6.91,MORTGAGE,4025.67,667.0,6.0,6652.0,5.0
12000.0,11975.0,10.99,36.0,credit_card,9.46,MORTGAGE,12041.675,722.0,7.0,39114.0,3.0
9750.0,9750.0,20.49,36.0,other,10.55,RENT,3033.33,662.0,13.0,8688.0,4.0
1200.0,1200.0,18.25,36.0,other,24.12,RENT,1700.0,662.0,2.0,0.0,4.0
25000.0,24288.45,11.86,36.0,debt_consolidation,7.43,MORTGAGE,5250.0,732.0,9.0,18318.0,11.0
16000.0,16000.0,23.76,60.0,credit_card,27.06,RENT,5416.67,667.0,18.0,24610.0,1.0
6775.0,6775.0,13.11,36.0,debt_consolidation,10.2,RENT,6666.67,687.0,14.0,5457.0,0.5
12000.0,12000.0,15.8,36.0,credit_card,9.33,MORTGAGE,10000.0,677.0,11.0,22312.0,11.0
20000.0,20000.0,8.9,36.0,debt_consolidation,3.18,MORTGAGE,12041.675,737.0,6.0,28579.0,8.0
12000.0,12000.0,12.12,36.0,credit_card,7.24,MORTGAGE,10416.67,712.0,10.0,31489.0,2.0
12500.0,12475.0,6.03,36.0,car,14.82,RENT,4944.92,757.0,11.0,6014.0,2.0
4500.0,4500.0,6.91,36.0,major_purchase,0.58,MORTGAGE,12041.675,727.0,7.0,3015.0,7.0
